Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Accuracy,Moves Count,Date,Time Control,Tournament Game
Njal28,(3022),GM,NikoTheodorou,(3068),GM,10,Review,63,"Sep 16, 2023",30 sec,N
NikoTheodorou,(3077),GM,Njal28,(3013),GM,10,Review,77,"Sep 16, 2023",30 sec,N
Njal28,(3020),GM,NikoTheodorou,(3070),GM,01,Review,38,"Sep 16, 2023",30 sec,N
NikoTheodorou,(3063),GM,Njal28,(3027),GM,10,77.9 68.4,43,"Sep 16, 2023",30 sec,N
Njal28,(3034),GM,NikoTheodorou,(3056),GM,01,Review,54,"Sep 16, 2023",30 sec,N
NikoTheodorou,(3048),GM,Njal28,(3042),GM,01,Review,58,"Sep 16, 2023",30 sec,N
Njal28,(3033),GM,NikoTheodorou,(3057),GM,10,Review,68,"Sep 16, 2023",30 sec,N
NikoTheodorou,(3066),GM,Njal28,(3024),GM,01,Review,45,"Sep 16, 2023",30 sec,N
Njal28,(3015),GM,NikoTheodorou,(3075),GM,01,Review,45,"Sep 16, 2023",30 sec,N
NikoTheodorou,(3068),GM,Njal28,(3022),GM,01,74 81.3,35,"Sep 16, 2023",30 sec,N
Njal28,(3013),GM,NikoTheodorou,(3077),GM,10,Review,29,"Sep 16, 2023",30 sec,N
NikoTheodorou,(3087),GM,tjychess,(2951),GM,½½,78.7 77.4,80,"Sep 16, 2023",1 min,N
tjychess,(2948),GM,NikoTheodorou,(3090),GM,01,81.2 75.3,61,"Sep 16, 2023",1 min,N
NikoTheodorou,(3085),GM,tjychess,(2953),GM,10,81.4 74.4,65,"Sep 16, 2023",1 min,N
tjychess,(2958),GM,NikoTheodorou,(3080),GM,01,84.8 91,55,"Sep 16, 2023",1 min,N
NikoTheodorou,(3074),GM,tjychess,(2964),GM,10,92.5 85.3,49,"Sep 16, 2023",1 min,N
tjychess,(2970),GM,NikoTheodorou,(3068),GM,01,79.9 85.3,38,"Sep 16, 2023",1 min,N
NikoTheodorou,(3062),GM,tjychess,(2976),GM,10,Review,27,"Sep 16, 2023",1 min,N
tjychess,(2982),GM,NikoTheodorou,(3056),GM,½½,Review,103,"Sep 16, 2023",1 min,N
NikoTheodorou,(3058),GM,tjychess,(2980),GM,10,Review,31,"Sep 16, 2023",1 min,N
tjychess,(2987),GM,NikoTheodorou,(3051),GM,½½,Review,42,"Sep 16, 2023",1 min,N
NikoTheodorou,(3052),GM,tjychess,(2986),GM,10,Review,41,"Sep 16, 2023",1 min,N
LdEbom0231,(2922),IM,NikoTheodorou,(3016),GM,10,94.9 74,19,"Sep 16, 2023",3 min,N
NikoTheodorou,(3027),GM,LdEbom0231,(2911),IM,01,84.6 91.8,42,"Sep 16, 2023",3 min,N
LdEbom0231,(2900),IM,NikoTheodorou,(3038),GM,01,Review,27,"Sep 16, 2023",3 min,N
NikoTheodorou,(3033),GM,LdEbom0231,(2905),IM,10,88.3 78.8,63,"Sep 16, 2023",3 min,N
alexrustemov,(2882),GM,NikoTheodorou,(3028),GM,01,80.5 83.1,57,"Sep 16, 2023",3 min,N
NikoTheodorou,(3023),GM,alexrustemov,(2887),GM,10,91.6 79,25,"Sep 16, 2023",3 min,N
alexrustemov,(2892),GM,NikoTheodorou,(3018),GM,10,88.8 83.5,75,"Sep 16, 2023",3 min,N
NikoTheodorou,(3029),GM,alexrustemov,(2881),GM,10,93.3 89,46,"Sep 16, 2023",3 min,N
Hikaru,(3260),GM,NikoTheodorou,(3024),GM,10,89.5 86.5,55,"Sep 16, 2023",3 min,N
NikoTheodorou,(3027),GM,Hikaru,(3257),GM,01,84.2 93.5,37,"Sep 16, 2023",3 min,N
Hikaru,(3254),GM,NikoTheodorou,(3030),GM,10,89.9 86.9,54,"Sep 16, 2023",3 min,N
NikoTheodorou,(3034),GM,Hikaru,(3250),GM,01,92.6 95.5,83,"Sep 16, 2023",3 min,N
Hikaru,(3246),GM,NikoTheodorou,(3038),GM,½½,78.4 78,62,"Sep 16, 2023",3 min,N
Parhamov,(3067),GM,NikoTheodorou,(3034),GM,10,94.7 84.6,25,"Sep 16, 2023",3 min,N
NikoTheodorou,(3042),GM,Parhamov,(3059),GM,01,89.3 93.1,54,"Sep 16, 2023",3 min,N
Parhamov,(3051),GM,NikoTheodorou,(3050),GM,10,91.9 88.4,27,"Sep 16, 2023",3 min,N
NikoTheodorou,(3058),GM,Parhamov,(3043),GM,½½,Review,86,"Sep 16, 2023",3 min,N
Parhamov,(3043),GM,NikoTheodorou,(3058),GM,10,87.4 71.3,25,"Sep 16, 2023",3 min,N
NikoTheodorou,(3067),GM,Parhamov,(3034),GM,10,89.2 84.6,30,"Sep 16, 2023",3 min,N
Parhamov,(3042),GM,NikoTheodorou,(3059),GM,01,83.5 86.8,54,"Sep 16, 2023",3 min,N
NikoTheodorou,(3051),GM,Parhamov,(3050),GM,01,84.1 91,45,"Sep 16, 2023",3 min,N
Parhamov,(3042),GM,NikoTheodorou,(3059),GM,01,74.9 96.8,22,"Sep 16, 2023",3 min,N
NikoTheodorou,(3051),GM,Parhamov,(3050),GM,10,Review,21,"Sep 16, 2023",3 min,N
Parhamov,(3058),GM,NikoTheodorou,(3043),GM,01,76 88.2,31,"Sep 16, 2023",3 min,N
NikoTheodorou,(3034),GM,Parhamov,(3067),GM,01,Review,42,"Sep 16, 2023",3 min,N
Parhamov,(3059),GM,NikoTheodorou,(3042),GM,½½,97.6 98.1,41,"Sep 16, 2023",3 min,N
NikoTheodorou,(3042),GM,Parhamov,(3059),GM,10,Review,34,"Sep 16, 2023",3 min,N
Parhamov,(3068),GM,NikoTheodorou,(3033),GM,10,Review,35,"Sep 16, 2023",3 min,N
NikoTheodorou,(3041),GM,Parhamov,(3060),GM,10,Review,48,"Sep 16, 2023",3 min,N
Parhamov,(3069),GM,NikoTheodorou,(3032),GM,10,Review,43,"Sep 16, 2023",3 min,N
NikoTheodorou,(3039),GM,Parhamov,(3062),GM,10,Review,34,"Sep 16, 2023",3 min,N
Parhamov,(3071),GM,NikoTheodorou,(3030),GM,10,Review,81,"Sep 16, 2023",3 min,N
NikoTheodorou,(3037),GM,Parhamov,(3064),GM,01,Review,40,"Sep 16, 2023",3 min,N
Parhamov,(3056),GM,NikoTheodorou,(3045),GM,½½,Review,42,"Sep 16, 2023",3 min,N
NikoTheodorou,(3045),GM,Parhamov,(3056),GM,01,Review,44,"Sep 16, 2023",3 min,N
Parhamov,(3048),GM,NikoTheodorou,(3053),GM,½½,79.3 75.5,77,"Sep 16, 2023",3 min,N
NikoTheodorou,(3053),GM,Parhamov,(3048),GM,10,Review,41,"Sep 16, 2023",3 min,N
Parhamov,(3056),GM,NikoTheodorou,(3045),GM,10,87.2 77.8,38,"Sep 16, 2023",3 min,N
NikoTheodorou,(3053),GM,Parhamov,(3048),GM,10,96.8 82,35,"Sep 16, 2023",3 min,N
Parhamov,(3056),GM,NikoTheodorou,(3045),GM,10,Review,36,"Sep 16, 2023",3 min,N
NikoTheodorou,(3053),GM,VladimirKramnik,(2998),GM,10,95.9 83.9,33,"Sep 9, 2023",3|2,N
VladimirKramnik,(3005),GM,NikoTheodorou,(3046),GM,01,87.9 95.6,33,"Sep 9, 2023",3|2,N
NikoTheodorou,(3039),GM,VladimirKramnik,(3012),GM,01,81.9 90.5,31,"Sep 9, 2023",3|2,N
VladimirKramnik,(3003),GM,NikoTheodorou,(3048),GM,½½,93.3 92.7,67,"Sep 9, 2023",3|2,N
NikoTheodorou,(3049),GM,VladimirKramnik,(3002),GM,½½,93.8 93.3,71,"Sep 9, 2023",3|2,N
VladimirKramnik,(3001),GM,NikoTheodorou,(3050),GM,½½,95.2 95.9,47,"Sep 9, 2023",3|2,N
NikoTheodorou,(3051),GM,VladimirKramnik,(3000),GM,10,88.8 88.2,36,"Sep 9, 2023",3|2,N
VladimirKramnik,(3007),GM,NikoTheodorou,(3044),GM,01,93.3 97.7,46,"Sep 9, 2023",3|2,N
NikoTheodorou,(3037),GM,VladimirKramnik,(3014),GM,01,85.4 86.2,40,"Sep 9, 2023",3|2,N
VladimirKramnik,(3005),GM,NikoTheodorou,(3046),GM,10,92.8 93.2,43,"Sep 9, 2023",3|2,N
NikoTheodorou,(3045),GM,DanielNaroditsky,(3256),GM,01,89.8 90.8,31,"Sep 4, 2023",10 sec|1,N
DanielNaroditsky,(3252),GM,NikoTheodorou,(3049),GM,½½,84.2 84.6,68,"Sep 4, 2023",10 sec|1,N
NikoTheodorou,(3045),GM,DanielNaroditsky,(3256),GM,01,80.3 85.9,56,"Sep 4, 2023",10 sec|1,N
DanielNaroditsky,(3252),GM,NikoTheodorou,(3049),GM,½½,84.5 83.4,48,"Sep 4, 2023",10 sec|1,N
NikoTheodorou,(3045),GM,DanielNaroditsky,(3256),GM,10,87.1 80.7,43,"Sep 4, 2023",10 sec|1,N
DanielNaroditsky,(3269),GM,NikoTheodorou,(3032),GM,10,83.8 74.8,16,"Sep 4, 2023",10 sec|1,N
NikoTheodorou,(3035),GM,DanielNaroditsky,(3266),GM,01,68.3 73.3,42,"Sep 4, 2023",10 sec|1,N
DanielNaroditsky,(3263),GM,NikoTheodorou,(3038),GM,10,89.5 76.9,31,"Sep 4, 2023",10 sec|1,N
NikoTheodorou,(3042),GM,DanielNaroditsky,(3259),GM,01,72.9 82.8,27,"Sep 4, 2023",10 sec|1,N
DanielNaroditsky,(3255),GM,NikoTheodorou,(3046),GM,10,88.6 87,35,"Sep 4, 2023",10 sec|1,N
NikoTheodorou,(3055),GM,spicycaterpillar,(3113),GM,½½,89.4 89.8,54,"Sep 1, 2023",3|2,N
spicycaterpillar,(3113),GM,NikoTheodorou,(3055),GM,01,86.1 89.9,64,"Sep 1, 2023",3|2,N
NikoTheodorou,(3055),GM,spicycaterpillar,(3113),GM,01,73.5 77.9,50,"Sep 1, 2023",3|2,N
spicycaterpillar,(3113),GM,NikoTheodorou,(3055),GM,01,84.9 94.8,32,"Sep 1, 2023",3|2,N
NikoTheodorou,(3055),GM,spicycaterpillar,(3113),GM,01,76.1 88,19,"Sep 1, 2023",3|2,N
NikoTheodorou,(2668),GM,AnishGiri,(2678),GM,½½,93.3 94.1,51,"Sep 1, 2023",15 min,N
NikoTheodorou,(2668),GM,AnishGiri,(2678),GM,10,91.6 86.7,41,"Sep 1, 2023",15|3,N
AnishGiri,(2690),GM,NikoTheodorou,(2655),GM,10,91.7 84.5,54,"Sep 1, 2023",15|3,N
NikoTheodorou,(2667),GM,Rud_Makarian,(2573),IM,10,92.8 93.8,75,"Aug 31, 2023",15 min,N
Rud_Makarian,(2573),IM,NikoTheodorou,(2667),GM,½½,98.6 98.7,167,"Aug 31, 2023",15|3,N
NikoTheodorou,(2670),GM,Rud_Makarian,(2570),IM,½½,84.9 85.3,63,"Aug 31, 2023",15|3,N
NikoTheodorou,(2674),GM,Aradhya2000,(2535),FM,10,92.4 83.9,46,"Aug 31, 2023",15|3,N
Aradhya2000,(2543),FM,NikoTheodorou,(2665),GM,½½,95.3 95.5,17,"Aug 31, 2023",15|3,N
DrVelja,(2582),GM,NikoTheodorou,(2670),GM,01,83.5 93.3,30,"Aug 30, 2023",15|3,N
NikoTheodorou,(2658),GM,DrVelja,(2600),GM,10,83.7 71.9,33,"Aug 30, 2023",15|3,N
TigrVShlyape,(2646),GM,NikoTheodorou,(2645),GM,½½,99.1 99.3,36,"Aug 30, 2023",15|3,N
NikoTheodorou,(2645),GM,TigrVShlyape,(2646),GM,01,78.5 81.5,60,"Aug 30, 2023",15|3,N
spicycaterpillar,(3140),GM,NikoTheodorou,(3050),GM,01,65.2 77.4,24,"Aug 29, 2023",10 sec|1,N
NikoTheodorou,(3050),GM,spicycaterpillar,(3140),GM,10,79.6 61.7,22,"Aug 29, 2023",10 sec|1,N
spicycaterpillar,(3140),GM,NikoTheodorou,(3050),GM,01,69.4 80.1,39,"Aug 29, 2023",10 sec|1,N
NikoTheodorou,(3050),GM,spicycaterpillar,(3140),GM,10,89.7 86.9,14,"Aug 29, 2023",10 sec|1,N
spicycaterpillar,(3140),GM,NikoTheodorou,(3050),GM,10,77.5 74.6,71,"Aug 29, 2023",10 sec|1,N
NikoTheodorou,(3050),GM,spicycaterpillar,(3140),GM,10,76.3 76.5,32,"Aug 29, 2023",10 sec|1,N
spicycaterpillar,(3140),GM,NikoTheodorou,(3050),GM,10,88 78.6,54,"Aug 29, 2023",10 sec|1,N
NikoTheodorou,(3050),GM,spicycaterpillar,(3140),GM,01,78.2 86.8,44,"Aug 29, 2023",10 sec|1,N
spicycaterpillar,(3140),GM,NikoTheodorou,(3050),GM,01,68.6 85.6,28,"Aug 29, 2023",10 sec|1,N
NikoTheodorou,(3050),GM,nihalsarin,(3182),GM,01,83.6 85.1,52,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3177),GM,NikoTheodorou,(3055),GM,01,73.8 89.8,24,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3044),GM,nihalsarin,(3188),GM,01,79.9 94.5,33,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3183),GM,NikoTheodorou,(3049),GM,10,93.8 75.7,33,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3054),GM,nihalsarin,(3178),GM,10,81.4 76.7,52,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3189),GM,NikoTheodorou,(3043),GM,½½,Review,117,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3040),GM,nihalsarin,(3192),GM,10,89.7 81.6,45,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3204),GM,NikoTheodorou,(3028),GM,10,84.7 80.1,74,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3032),GM,nihalsarin,(3200),GM,01,Review,45,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3195),GM,NikoTheodorou,(3037),GM,10,92.7 86.3,66,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3042),GM,nihalsarin,(3190),GM,01,68.4 77,33,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3185),GM,NikoTheodorou,(3047),GM,10,80.8 71.9,37,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3052),GM,nihalsarin,(3180),GM,01,Review,57,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3175),GM,NikoTheodorou,(3057),GM,10,Review,30,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3063),GM,nihalsarin,(3169),GM,01,Review,34,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3163),GM,NikoTheodorou,(3069),GM,01,72.2 85.3,34,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3058),GM,nihalsarin,(3174),GM,01,Review,44,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3168),GM,NikoTheodorou,(3064),GM,10,Review,22,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3070),GM,nihalsarin,(3162),GM,10,88.5 76.3,29,"Aug 28, 2023",10 sec|1,N
nihalsarin,(3172),GM,NikoTheodorou,(3060),GM,½½,87.3 92.1,42,"Aug 28, 2023",10 sec|1,N
NikoTheodorou,(3057),GM,nihalsarin,(3175),GM,10,Review,23,"Aug 28, 2023",10 sec|1,N
chessdjw,(2687),GM,SpeedofLight0,(3068),GM,01,84 83.1,103,"Sep 19, 2023",3|1,Y
SpeedofLight0,(3066),GM,maciek_92,(2775),GM,01,83.8 89.4,51,"Sep 19, 2023",3|1,Y
BillieKimbah,(2985),GM,SpeedofLight0,(3080),GM,10,Review,85,"Sep 19, 2023",3|1,Y
SpeedofLight0,(3091),GM,Bauman_Guy,(2905),FM,10,89.8 80.9,39,"Sep 19, 2023",3|1,Y
dropstoneDP,(3056),GM,SpeedofLight0,(3087),GM,10,89.9 84,75,"Sep 19, 2023",3|1,Y
SpeedofLight0,(3096),GM,TigrVShlyape,(2972),GM,10,92.2 80.6,33,"Sep 19, 2023",3|1,Y
dretch,(2847),GM,SpeedofLight0,(3090),GM,01,85.5 91.2,60,"Sep 19, 2023",3|1,Y
SpeedofLight0,(3087),GM,CSB7,(2703),IM,10,93.1 84.7,38,"Sep 19, 2023",3|1,Y
Reality-Stone,(2630),IM,SpeedofLight0,(3085),GM,01,79.4 82.8,39,"Sep 19, 2023",3|1,Y
SpeedofLight0,(3084),GM,bazar-wokzal,(2645),IM,½½,Review,61,"Sep 19, 2023",3|1,Y
Cipy77,(2505),GM,SpeedofLight0,(3091),GM,01,Review,27,"Sep 19, 2023",3|1,Y
SpeedofLight0,(3090),GM,BogdanDeac,(2970),GM,10,93.1 79,31,"Sep 12, 2023",3|1,Y
Fandorine,(2905),GM,SpeedofLight0,(3084),GM,01,60.7 66.9,28,"Sep 12, 2023",3|1,Y
SpeedofLight0,(3080),GM,Abund,(2741),NM,10,87.8 83.9,50,"Sep 12, 2023",3|1,Y
AlexOstrovskiy,(2658),IM,SpeedofLight0,(3078),GM,01,75.1 87,27,"Sep 12, 2023",3|1,Y
ckgchess,(2899),GM,SpeedofLight0,(3077),GM,10,83.6 72.9,34,"Sep 12, 2023",3|1,Y
SpeedofLight0,(3089),GM,jk13,(2674),IM,10,80.8 77.4,71,"Sep 12, 2023",3|1,Y
MikaelyanArman,(2937),GM,SpeedofLight0,(3088),GM,10,78.5 77.3,73,"Sep 12, 2023",3|1,Y
SpeedofLight0,(3100),GM,jcibarra,(2930),GM,½½,92.4 92.3,59,"Sep 12, 2023",3|1,Y
MarcoRiehle,(2767),FM,SpeedofLight0,(3104),GM,01,64 71.3,65,"Sep 12, 2023",3|1,Y
SpeedofLight0,(3102),GM,GlavkonVVS,(2579),FM,10,84.3 79.2,43,"Sep 12, 2023",3|1,Y
Ducke13,(2506),FM,SpeedofLight0,(3101),GM,01,83.1 91.8,34,"Sep 12, 2023",3|1,Y
SpeedofLight0,(3100),GM,MagnusCarlsen,(3252),GM,01,87 95.2,34,"Sep 10, 2023",3 min,N
MagnusCarlsen,(3247),GM,SpeedofLight0,(3105),GM,½½,89 80,79,"Sep 10, 2023",3 min,N
SpeedofLight0,(3102),GM,MagnusCarlsen,(3250),GM,01,80.5 87.1,51,"Sep 10, 2023",3 min,N
MagnusCarlsen,(3245),GM,SpeedofLight0,(3107),GM,10,94.6 87.5,49,"Sep 10, 2023",3 min,N
SpeedofLight0,(3112),GM,MagnusCarlsen,(3240),GM,01,76.7 88.3,50,"Sep 10, 2023",3 min,N
MagnusCarlsen,(3235),GM,SpeedofLight0,(3117),GM,10,96.5 87.2,52,"Sep 10, 2023",3 min,N
SpeedofLight0,(3123),GM,MagnusCarlsen,(3229),GM,10,78.4 77.2,77,"Sep 10, 2023",3 min,N
MagnusCarlsen,(3240),GM,SpeedofLight0,(3112),GM,10,91.9 85.4,57,"Sep 10, 2023",3 min,N
SpeedofLight0,(3117),GM,MagnusCarlsen,(3235),GM,½½,86.5 86.2,44,"Sep 10, 2023",3 min,N
MagnusCarlsen,(3238),GM,SpeedofLight0,(3114),GM,10,89.7 81.3,64,"Sep 10, 2023",3 min,N
SpeedofLight0,(3120),GM,MagnusCarlsen,(3232),GM,01,79.4 88.2,54,"Sep 10, 2023",3 min,N
MagnusCarlsen,(3226),GM,SpeedofLight0,(3126),GM,10,94 82.3,36,"Sep 10, 2023",3 min,N
SpeedofLight0,(3132),GM,MagnusCarlsen,(3220),GM,01,84.6 90.5,62,"Sep 10, 2023",3 min,N
MagnusCarlsen,(3214),GM,SpeedofLight0,(3138),GM,01,82.6 88.7,63,"Sep 10, 2023",3 min,N
SpeedofLight0,(3128),GM,Msb2,(3008),GM,10,92.8 83,50,"Jul 12, 2023",3 min,N
Msb2,(3014),GM,SpeedofLight0,(3122),GM,½½,82.5 84,69,"Jul 12, 2023",3 min,N
SpeedofLight0,(3125),GM,Msb2,(3011),GM,½½,97.5 97.6,83,"Jul 12, 2023",3 min,N
SpeedofLight0,(3128),GM,shimastream,(2977),GM,10,89.6 90,50,"Jul 12, 2023",3 min,N
shimastream,(2982),GM,SpeedofLight0,(3123),GM,01,86.9 95.5,29,"Jul 12, 2023",3 min,N
SpeedofLight0,(3118),GM,shimastream,(2987),GM,10,89.5 84.4,25,"Jul 12, 2023",3 min,N
shimastream,(2992),GM,SpeedofLight0,(3113),GM,01,81.6 88.4,68,"Jul 12, 2023",3 min,N
SpeedofLight0,(3107),GM,shimastream,(2998),GM,10,82.7 75.7,32,"Jul 12, 2023",3 min,N
Griffinragon,(2761),,SpeedofLight0,(3101),GM,01,81.8 90.6,35,"Jul 11, 2023",3 min,N
SpeedofLight0,(3099),GM,Griffinragon,(2763),,10,94 88.5,38,"Jul 11, 2023",3 min,N
Griffinragon,(2765),,SpeedofLight0,(3097),GM,01,75.5 74.4,44,"Jul 11, 2023",3 min,N
SpeedofLight0,(3095),GM,Griffinragon,(2767),,10,92.6 89.1,48,"Jul 11, 2023",3 min,N
Griffinragon,(2769),,SpeedofLight0,(3093),GM,01,80.6 97.7,17,"Jul 11, 2023",3 min,N
SpeedofLight0,(3091),GM,Griffinragon,(2771),,10,86.8 71.5,27,"Jul 11, 2023",3 min,N
Griffinragon,(2773),,SpeedofLight0,(3089),GM,01,74.9 74.8,75,"Jul 11, 2023",3 min,N
SpeedofLight0,(3087),GM,Griffinragon,(2775),,10,94 87.9,31,"Jul 11, 2023",3 min,N
Griffinragon,(2777),,SpeedofLight0,(3085),GM,01,87.7 96,29,"Jul 11, 2023",3 min,N
SpeedofLight0,(3083),GM,Griffinragon,(2779),,10,82.6 83.7,57,"Jul 11, 2023",3 min,N
Griffinragon,(2781),,SpeedofLight0,(3081),GM,01,81.2 95,22,"Jul 11, 2023",3 min,N
SpeedofLight0,(3079),GM,Griffinragon,(2783),,10,93.5 86.9,21,"Jul 11, 2023",3 min,N
Griffinragon,(2786),,SpeedofLight0,(3076),GM,01,70.4 79.8,40,"Jul 11, 2023",3 min,N
SpeedofLight0,(3073),GM,Griffinragon,(2789),,10,84.9 78.9,24,"Jul 11, 2023",3 min,N
Griffinragon,(2792),,SpeedofLight0,(3070),GM,½½,85.9 78.7,76,"Jul 11, 2023",3 min,N
SpeedofLight0,(3075),GM,Griffinragon,(2787),,10,99.8 90,22,"Jul 11, 2023",3 min,N
Griffinragon,(2790),,SpeedofLight0,(3072),GM,01,87.4 95.2,26,"Jul 11, 2023",3 min,N
SpeedofLight0,(3069),GM,Griffinragon,(2793),,10,Review,39,"Jul 11, 2023",3 min,N
Griffinragon,(2796),,SpeedofLight0,(3066),GM,01,84.9 82.7,64,"Jul 11, 2023",3 min,N
SpeedofLight0,(3063),GM,Griffinragon,(2799),,½½,94.5 94.2,71,"Jul 11, 2023",3 min,N
Griffinragon,(2794),,SpeedofLight0,(3068),GM,01,85.9 93.8,38,"Jul 11, 2023",3 min,N
SpeedofLight0,(3065),GM,Griffinragon,(2797),,10,97.4 88.8,30,"Jul 11, 2023",3 min,N
Griffinragon,(2800),,SpeedofLight0,(3062),GM,01,81.4 87.9,47,"Jul 11, 2023",3 min,N
SpeedofLight0,(3059),GM,ChessFighter_2011,(2918),CM,01,78.8 86.8,30,"Jul 11, 2023",3 min,N
ChessFighter_2011,(2906),CM,SpeedofLight0,(3070),GM,01,82.2 85.2,73,"Jul 11, 2023",3 min,N
SpeedofLight0,(3065),GM,alexrustemov,(2916),GM,10,84.4 78.4,23,"Jul 11, 2023",3 min,N
alexrustemov,(2921),GM,SpeedofLight0,(3060),GM,01,78.1 93.8,26,"Jul 11, 2023",3 min,N
SpeedofLight0,(3055),GM,alexrustemov,(2926),GM,10,94.5 87.7,46,"Jul 11, 2023",3 min,N
alexrustemov,(2931),GM,SpeedofLight0,(3050),GM,10,91.1 77.8,36,"Jul 11, 2023",3 min,N
SpeedofLight0,(3061),GM,alexrustemov,(2920),GM,01,78.1 86.5,40,"Jul 11, 2023",3 min,N
alexrustemov,(2908),GM,SpeedofLight0,(3073),GM,01,76.4 83.1,39,"Jul 11, 2023",3 min,N
SpeedofLight0,(3068),GM,alexrustemov,(2913),GM,10,99.1 85,23,"Jul 11, 2023",3 min,N
alexrustemov,(2918),GM,SpeedofLight0,(3063),GM,10,83 78.9,63,"Jul 11, 2023",3 min,N
SpeedofLight0,(3075),GM,alexrustemov,(2906),GM,10,91.9 74.9,33,"Jul 11, 2023",3 min,N
alexrustemov,(2911),GM,SpeedofLight0,(3070),GM,½½,77.1 76.6,69,"Jul 11, 2023",3 min,N
SpeedofLight0,(3074),GM,alexrustemov,(2907),GM,10,87.4 82.8,56,"Jul 11, 2023",3 min,N
alexrustemov,(2912),GM,SpeedofLight0,(3069),GM,01,Review,32,"Jul 11, 2023",3 min,N
SpeedofLight0,(3064),GM,alexrustemov,(2917),GM,10,82.3 78.5,62,"Jul 11, 2023",3 min,N
alexrustemov,(2922),GM,SpeedofLight0,(3059),GM,10,91.2 85.5,78,"Jul 11, 2023",3 min,N
SpeedofLight0,(3070),GM,alexrustemov,(2911),GM,10,Review,44,"Jul 11, 2023",3 min,N
alexrustemov,(2916),GM,SpeedofLight0,(3065),GM,½½,Review,123,"Jul 11, 2023",3 min,N
SpeedofLight0,(3068),GM,alexrustemov,(2913),GM,01,82.3 87.8,77,"Jul 11, 2023",3 min,N
dropstoneDP,(3030),GM,SpeedofLight0,(3080),GM,01,83.1 88.6,46,"Jul 11, 2023",3|1,Y
SpeedofLight0,(3073),GM,mbojan,(2862),IM,10,88.9 79.9,30,"Jul 11, 2023",3|1,Y
Aygehovit1992,(2722),GM,SpeedofLight0,(3069),GM,01,83.6 90.4,31,"Jul 11, 2023",3|1,Y
SpeedofLight0,(3067),GM,Aborigen_came,(2718),NM,10,94.5 86.7,40,"Jul 11, 2023",3|1,Y
swayamsm,(2608),GM,SpeedofLight0,(3065),GM,01,78 91,21,"Jul 11, 2023",3|1,Y
SpeedofLight0,(3064),GM,PDybala10,(2653),IM,½½,89.4 89.8,60,"Jul 11, 2023",3|1,Y
vi_pranav,(2964),GM,SpeedofLight0,(3071),GM,10,95.2 83.5,42,"Jul 11, 2023",3|1,Y
SpeedofLight0,(3082),GM,DanielDardha2005,(2874),GM,½½,89.2 87.4,75,"Jul 11, 2023",3|1,Y
Korchmar_Vasiliy,(2724),IM,SpeedofLight0,(3086),GM,01,85.8 95.3,31,"Jul 11, 2023",3|1,Y
SpeedofLight0,(3084),GM,Zavgorodniy_Sergiy,(2593),IM,10,92 78.7,38,"Jul 11, 2023",3|1,Y
zajka-molotok,(2511),IM,SpeedofLight0,(3083),GM,01,85.9 93.3,33,"Jul 11, 2023",3|1,Y
SpeedofLight0,(3082),GM,ChessFighter_2011,(2914),CM,10,90.9 82,44,"Jul 10, 2023",3 min,N
ChessFighter_2011,(2919),CM,SpeedofLight0,(3077),GM,01,85.3 91,43,"Jul 10, 2023",3 min,N
SpeedofLight0,(3072),GM,ChessFighter_2011,(2924),CM,10,95.7 83.9,25,"Jul 10, 2023",3 min,N
ChessFighter_2011,(2929),CM,SpeedofLight0,(3067),GM,½½,Review,55,"Jul 10, 2023",3 min,N
SpeedofLight0,(3070),GM,ChessFighter_2011,(2926),CM,10,76.2 63.2,24,"Jul 10, 2023",3 min,N
ChessFighter_2011,(2931),CM,SpeedofLight0,(3065),GM,01,86.5 97,31,"Jul 10, 2023",3 min,N
SpeedofLight0,(3060),GM,GM_D85,(2954),GM,10,80.5 70.4,40,"Jul 10, 2023",3 min,N
GM_D85,(2963),GM,SpeedofLight0,(3054),GM,10,94.3 85.6,33,"Jul 10, 2023",3 min,N
SpeedofLight0,(3065),GM,GM_D85,(2946),GM,10,89 89.1,91,"Jul 10, 2023",3 min,N
GM_D85,(2956),GM,SpeedofLight0,(3059),GM,01,86.6 93.3,37,"Jul 10, 2023",3 min,N
Jospem,(3009),GM,SpeedofLight0,(3053),GM,01,78.5 80,80,"Jul 10, 2023",3 min,N
