Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Moves Count,Date,Tournament Game,Rating Difference,Accuracy (White),Accuracy (Black),Accuracy Difference,Time,Interval,Total Time,Game Type
BlueWizzard,2949,GM,MagnusCarlsen,3213,GM,Draw,65,"Sep 12, 2023",Y,-264,79.9,81.3,-1.3999999999999915,3.0,1.0,4.083333333333333,Blitz
MagnusCarlsen,3218,GM,Kosak12,2793,IM,White Win,39,"Sep 12, 2023",Y,425,90.2,80.5,9.700000000000003,3.0,1.0,3.65,Blitz
ahkashefi2800,2604,FM,MagnusCarlsen,3217,GM,Black Win,56,"Sep 12, 2023",Y,-613,83.6,94.3,-10.700000000000003,3.0,1.0,3.9333333333333336,Blitz
MagnusCarlsen,3217,GM,HajiyevKanan,2513,FM,White Win,56,"Sep 12, 2023",Y,704,94.3,86.6,7.700000000000003,3.0,1.0,3.9333333333333336,Blitz
MagnusCarlsen,3352,GM,viditchess,2979,GM,White Win,46,"Sep 12, 2023",N,373,90.7,84.7,6.0,1.0,1.0,1.7666666666666666,Bullet
viditchess,2983,GM,MagnusCarlsen,3350,GM,Black Win,53,"Sep 12, 2023",N,-367,85.0,89.8,-4.799999999999997,1.0,1.0,1.8833333333333333,Bullet
MagnusCarlsen,3348,GM,viditchess,2987,GM,Black Win,52,"Sep 12, 2023",N,361,89.2,93.6,-4.3999999999999915,1.0,1.0,1.8666666666666667,Bullet
viditchess,2954,GM,MagnusCarlsen,3363,GM,Black Win,39,"Sep 12, 2023",N,-409,84.9,96.2,-11.299999999999997,1.0,1.0,1.65,Bullet
MagnusCarlsen,3361,GM,viditchess,2957,GM,White Win,51,"Sep 12, 2023",N,404,96.0,92.4,3.5999999999999943,1.0,1.0,1.85,Bullet
viditchess,2960,GM,MagnusCarlsen,3359,GM,Black Win,39,"Sep 12, 2023",N,-399,75.9,88.8,-12.899999999999991,1.0,1.0,1.65,Bullet
MagnusCarlsen,3357,GM,viditchess,2964,GM,Draw,21,"Sep 12, 2023",N,393,97.4,97.8,-0.3999999999999915,1.0,1.0,1.35,Bullet
viditchess,2948,GM,MagnusCarlsen,3364,GM,Black Win,61,"Sep 12, 2023",N,-416,91.7,91.9,-0.20000000000000284,1.0,1.0,2.0166666666666666,Bullet
MagnusCarlsen,3363,GM,viditchess,2951,GM,White Win,52,"Sep 12, 2023",N,412,92.8,85.1,7.700000000000003,1.0,1.0,1.8666666666666667,Bullet
viditchess,3109,GM,MagnusCarlsen,3217,GM,Draw,53,"Sep 12, 2023",N,-108,93.2,93.8,-0.5999999999999943,3.0,1.0,3.8833333333333333,Blitz
MagnusCarlsen,3219,GM,viditchess,3107,GM,Draw,84,"Sep 12, 2023",N,112,98.3,98.3,0.0,3.0,1.0,4.4,Blitz
viditchess,3104,GM,MagnusCarlsen,3222,GM,White Win,68,"Sep 12, 2023",N,-118,90.6,86.4,4.199999999999989,3.0,1.0,4.133333333333333,Blitz
MagnusCarlsen,3233,GM,viditchess,3093,GM,White Win,44,"Sep 12, 2023",N,140,96.1,92.2,3.8999999999999915,3.0,1.0,3.7333333333333334,Blitz
viditchess,3098,GM,MagnusCarlsen,3228,GM,Draw,33,"Sep 12, 2023",N,-130,98.6,98.8,-0.20000000000000284,3.0,1.0,3.55,Blitz
MagnusCarlsen,3231,GM,viditchess,3095,GM,Draw,67,"Sep 12, 2023",N,136,97.6,97.5,0.09999999999999432,3.0,1.0,4.116666666666667,Blitz
viditchess,3092,GM,MagnusCarlsen,3234,GM,Black Win,73,"Sep 12, 2023",N,-142,93.9,96.3,-2.3999999999999915,3.0,1.0,4.216666666666667,Blitz
MagnusCarlsen,3229,GM,viditchess,3097,GM,Black Win,69,"Sep 12, 2023",N,132,79.1,83.7,-4.6000000000000085,3.0,1.0,4.15,Blitz
viditchess,3086,GM,MagnusCarlsen,3240,GM,White Win,67,"Sep 12, 2023",N,-154,88.4,85.3,3.1000000000000085,5.0,1.0,6.116666666666667,Blitz
MagnusCarlsen,3252,GM,viditchess,3074,GM,White Win,33,"Sep 12, 2023",N,178,91.4,86.2,5.200000000000003,5.0,1.0,5.55,Blitz
viditchess,3078,GM,MagnusCarlsen,3248,GM,Draw,37,"Sep 12, 2023",N,-170,97.7,97.5,0.20000000000000284,5.0,1.0,5.616666666666667,Blitz
viditchess,3074,GM,MagnusCarlsen,3252,GM,Black Win,30,"Sep 12, 2023",N,-178,86.7,96.5,-9.799999999999997,5.0,1.0,5.5,Blitz
MagnusCarlsen,3248,GM,viditchess,3078,GM,White Win,46,"Sep 12, 2023",N,170,91.8,86.5,5.299999999999997,5.0,1.0,5.766666666666667,Blitz
viditchess,3083,GM,MagnusCarlsen,3243,GM,Black Win,52,"Sep 12, 2023",N,-160,89.9,95.2,-5.299999999999997,5.0,1.0,5.866666666666667,Blitz
MagnusCarlsen,3238,GM,viditchess,3088,GM,Black Win,36,"Sep 12, 2023",N,150,87.5,94.1,-6.599999999999994,5.0,1.0,5.6,Blitz
viditchess,3076,GM,MagnusCarlsen,3250,GM,Draw,84,"Sep 12, 2023",N,-174,,,,5.0,1.0,6.4,Blitz
MagnusCarlsen,3254,GM,viditchess,3072,GM,White Win,31,"Sep 12, 2023",N,182,96.8,89.2,7.599999999999994,5.0,1.0,5.516666666666667,Blitz
MagnusCarlsen,3250,GM,Njal28,3119,GM,White Win,44,"Sep 10, 2023",N,131,87.2,82.6,4.6000000000000085,3.0,0.0,3.0,Blitz
Njal28,3124,GM,MagnusCarlsen,3245,GM,Black Win,65,"Sep 10, 2023",N,-121,81.8,87.6,-5.799999999999997,3.0,0.0,3.0,Blitz
MagnusCarlsen,3239,GM,Njal28,3130,GM,White Win,39,"Sep 10, 2023",N,109,91.5,86.0,5.5,3.0,0.0,3.0,Blitz
Njal28,3136,GM,MagnusCarlsen,3233,GM,White Win,69,"Sep 10, 2023",N,-97,81.7,78.5,3.200000000000003,3.0,0.0,3.0,Blitz
MagnusCarlsen,3244,GM,Njal28,3125,GM,Black Win,88,"Sep 10, 2023",N,119,85.2,92.3,-7.099999999999994,3.0,0.0,3.0,Blitz
Njal28,3114,GM,MagnusCarlsen,3255,GM,Black Win,46,"Sep 10, 2023",N,-141,85.9,91.6,-5.699999999999989,3.0,0.0,3.0,Blitz
MagnusCarlsen,3250,GM,Njal28,3119,GM,Black Win,65,"Sep 10, 2023",N,131,89.2,93.6,-4.3999999999999915,3.0,0.0,3.0,Blitz
Njal28,3108,GM,MagnusCarlsen,3261,GM,Black Win,45,"Sep 10, 2023",N,-153,88.0,90.5,-2.5,3.0,0.0,3.0,Blitz
MagnusCarlsen,3256,GM,Njal28,3113,GM,White Win,42,"Sep 10, 2023",N,143,82.7,71.5,11.200000000000003,3.0,0.0,3.0,Blitz
Njal28,3118,GM,MagnusCarlsen,3251,GM,Draw,96,"Sep 10, 2023",N,-133,97.1,97.4,-0.30000000000001137,3.0,0.0,3.0,Blitz
MagnusCarlsen,3254,GM,Njal28,3115,GM,Black Win,84,"Sep 10, 2023",N,139,80.0,82.9,-2.9000000000000057,3.0,0.0,3.0,Blitz
Njal28,3104,GM,MagnusCarlsen,3265,GM,Black Win,61,"Sep 10, 2023",N,-161,73.5,77.6,-4.099999999999994,3.0,0.0,3.0,Blitz
MagnusCarlsen,3260,GM,Njal28,3109,GM,White Win,22,"Sep 10, 2023",N,151,93.2,72.3,20.900000000000006,3.0,0.0,3.0,Blitz
Njal28,3114,GM,MagnusCarlsen,3255,GM,Black Win,58,"Sep 10, 2023",N,-141,83.0,92.4,-9.400000000000006,3.0,0.0,3.0,Blitz
LyonBeast,3135,GM,Hikaru,3351,GM,White Win,23,"Sep 20, 2023",N,-216,83.5,76.2,7.299999999999997,1.0,1.0,1.3833333333333333,Bullet
Hikaru,3364,GM,LyonBeast,3122,GM,White Win,33,"Sep 20, 2023",N,242,87.3,72.6,14.700000000000003,1.0,1.0,1.55,Bullet
LyonBeast,3125,GM,Hikaru,3361,GM,Black Win,56,"Sep 20, 2023",N,-236,79.7,85.8,-6.099999999999994,1.0,1.0,1.9333333333333333,Bullet
Hikaru,3358,GM,LyonBeast,3128,GM,White Win,29,"Sep 20, 2023",N,230,93.1,85.2,7.8999999999999915,1.0,1.0,1.4833333333333334,Bullet
LyonBeast,3131,GM,Hikaru,3355,GM,Black Win,32,"Sep 20, 2023",N,-224,78.2,87.7,-9.5,1.0,1.0,1.5333333333333332,Bullet
Hikaru,3351,GM,LyonBeast,3135,GM,Draw,137,"Sep 20, 2023",N,216,92.1,92.4,-0.30000000000001137,1.0,1.0,3.283333333333333,Bullet
LyonBeast,3130,GM,Hikaru,3356,GM,Draw,119,"Sep 20, 2023",N,-226,88.7,89.0,-0.29999999999999716,1.0,1.0,2.9833333333333334,Bullet
Hikaru,3361,GM,LyonBeast,3125,GM,White Win,26,"Sep 20, 2023",N,236,83.3,69.7,13.599999999999994,1.0,1.0,1.4333333333333333,Bullet
LyonBeast,3128,GM,Hikaru,3358,GM,Black Win,50,"Sep 20, 2023",N,-230,75.4,78.8,-3.3999999999999915,1.0,1.0,1.8333333333333335,Bullet
Hikaru,3354,GM,LyonBeast,3132,GM,White Win,38,"Sep 20, 2023",N,222,92.7,85.7,7.0,1.0,1.0,1.6333333333333333,Bullet
LyonBeast,3204,GM,Hikaru,3224,GM,Black Win,53,"Sep 20, 2023",N,-20,87.6,92.9,-5.300000000000011,3.0,1.0,3.8833333333333333,Blitz
Hikaru,3216,GM,LyonBeast,3212,GM,Black Win,56,"Sep 20, 2023",N,4,79.1,85.7,-6.6000000000000085,3.0,1.0,3.9333333333333336,Blitz
LyonBeast,3204,GM,Hikaru,3224,GM,White Win,20,"Sep 20, 2023",N,-20,97.0,81.0,16.0,3.0,1.0,3.3333333333333335,Blitz
Hikaru,3233,GM,LyonBeast,3195,GM,White Win,51,"Sep 20, 2023",N,38,92.0,87.3,4.700000000000003,3.0,1.0,3.85,Blitz
LyonBeast,3202,GM,Hikaru,3226,GM,White Win,40,"Sep 20, 2023",N,-24,97.3,90.5,6.799999999999997,3.0,1.0,3.6666666666666665,Blitz
Hikaru,3235,GM,LyonBeast,3193,GM,Draw,46,"Sep 20, 2023",N,42,82.2,76.8,5.400000000000006,3.0,1.0,3.7666666666666666,Blitz
LyonBeast,3192,GM,Hikaru,3236,GM,White Win,35,"Sep 20, 2023",N,-44,97.8,88.5,9.299999999999997,3.0,1.0,3.5833333333333335,Blitz
Hikaru,3245,GM,LyonBeast,3183,GM,Black Win,42,"Sep 20, 2023",N,62,92.9,96.6,-3.6999999999999886,3.0,1.0,3.7,Blitz
LyonBeast,3173,GM,Hikaru,3255,GM,Black Win,51,"Sep 20, 2023",N,-82,84.5,89.2,-4.700000000000003,3.0,1.0,3.85,Blitz
Hikaru,3249,GM,LyonBeast,3179,GM,White Win,61,"Sep 20, 2023",N,70,89.0,84.4,4.599999999999994,5.0,1.0,6.016666666666667,Blitz
LyonBeast,3186,GM,Hikaru,3242,GM,Black Win,26,"Sep 20, 2023",N,-56,79.9,87.5,-7.599999999999994,5.0,1.0,5.433333333333334,Blitz
Hikaru,3235,GM,LyonBeast,3193,GM,White Win,21,"Sep 20, 2023",N,42,95.8,79.9,15.899999999999991,5.0,1.0,5.35,Blitz
LyonBeast,3200,GM,Hikaru,3228,GM,Draw,127,"Sep 20, 2023",N,-28,94.3,95.7,-1.4000000000000057,5.0,1.0,7.116666666666667,Blitz
Hikaru,3229,GM,LyonBeast,3199,GM,White Win,43,"Sep 20, 2023",N,30,87.8,80.5,7.299999999999997,5.0,1.0,5.716666666666667,Blitz
LyonBeast,3207,GM,Hikaru,3221,GM,Draw,36,"Sep 20, 2023",N,-14,95.1,95.1,0.0,5.0,1.0,5.6,Blitz
Hikaru,3221,GM,LyonBeast,3207,GM,Black Win,48,"Sep 20, 2023",N,14,87.8,93.0,-5.200000000000003,5.0,1.0,5.8,Blitz
LyonBeast,3198,GM,Hikaru,3230,GM,White Win,41,"Sep 20, 2023",N,-32,89.9,84.2,5.700000000000003,5.0,1.0,5.683333333333334,Blitz
Hikaru,3239,GM,LyonBeast,3189,GM,Black Win,28,"Sep 20, 2023",N,50,79.8,88.5,-8.700000000000003,5.0,1.0,5.466666666666667,Blitz
Sina_Movahed,3004,FM,Hikaru,3249,GM,Draw,29,"Sep 19, 2023",Y,-245,81.9,82.4,-0.5,3.0,1.0,3.4833333333333334,Blitz
Hikaru,3254,GM,Msb2,3097,GM,White Win,61,"Sep 19, 2023",Y,157,82.9,75.2,7.700000000000003,3.0,1.0,4.016666666666667,Blitz
VitaliyBernadskiy,2873,GM,Hikaru,3249,GM,Black Win,42,"Sep 19, 2023",Y,-376,80.6,86.9,-6.300000000000011,3.0,1.0,3.7,Blitz
nihalsarin,3127,GM,Hikaru,3247,GM,White Win,56,"Sep 19, 2023",Y,-120,86.0,84.3,1.7000000000000028,3.0,1.0,3.9333333333333336,Blitz
Hikaru,3258,GM,FairChess_on_YouTube,3080,GM,White Win,57,"Sep 19, 2023",Y,178,89.9,85.1,4.800000000000011,3.0,1.0,3.95,Blitz
Hikaru,3254,GM,GMBenjaminBok,2960,GM,White Win,43,"Sep 19, 2023",Y,294,90.8,79.3,11.5,3.0,1.0,3.716666666666667,Blitz
Angry_Twin,2950,GM,Hikaru,3251,GM,Black Win,69,"Sep 19, 2023",Y,-301,86.3,92.4,-6.1000000000000085,3.0,1.0,4.15,Blitz
Hikaru,3249,GM,Vaathi_Coming,2873,GM,White Win,35,"Sep 19, 2023",Y,376,89.6,84.7,4.8999999999999915,3.0,1.0,3.5833333333333335,Blitz
hurricane7791,2716,IM,Hikaru,3247,GM,Black Win,27,"Sep 19, 2023",Y,-531,79.6,88.5,-8.900000000000006,3.0,1.0,3.45,Blitz
Hikaru,3246,GM,DucksParadise,2644,FM,White Win,33,"Sep 19, 2023",Y,602,88.6,83.5,5.099999999999994,3.0,1.0,3.55,Blitz
AleksanderHnydiuk,2508,IM,Hikaru,3246,GM,Black Win,52,"Sep 19, 2023",Y,-738,81.6,85.7,-4.1000000000000085,3.0,1.0,3.8666666666666667,Blitz
WK_WillianHille,3101,NM,Hikaru,3350,GM,Black Win,37,"Sep 19, 2023",N,-249,81.3,88.2,-6.900000000000006,0.5,0.0,0.5,Bullet
Hikaru,3347,GM,WK_WillianHille,3107,NM,White Win,32,"Sep 19, 2023",N,240,88.7,77.7,11.0,0.5,0.0,0.5,Bullet
WK_WillianHille,3113,NM,Hikaru,3344,GM,Draw,64,"Sep 19, 2023",N,-231,74.4,78.9,-4.5,0.5,0.0,0.5,Bullet
Hikaru,3349,GM,WK_WillianHille,3104,NM,White Win,27,"Sep 19, 2023",N,245,92.0,81.0,11.0,0.5,0.0,0.5,Bullet
WK_WillianHille,3110,NM,Hikaru,3346,GM,Black Win,61,"Sep 19, 2023",N,-236,72.7,81.7,-9.0,0.5,0.0,0.5,Bullet
Hikaru,3342,GM,WK_WillianHille,3117,NM,White Win,28,"Sep 19, 2023",N,225,88.9,75.8,13.100000000000009,0.5,0.0,0.5,Bullet
WK_WillianHille,3124,NM,Hikaru,3338,GM,Draw,71,"Sep 19, 2023",N,-214,80.1,73.2,6.8999999999999915,0.5,0.0,0.5,Bullet
Hikaru,3343,GM,WK_WillianHille,3114,NM,White Win,42,"Sep 19, 2023",N,229,85.4,72.8,12.600000000000009,0.5,0.0,0.5,Bullet
WK_WillianHille,3122,NM,Hikaru,3339,GM,Black Win,47,"Sep 19, 2023",N,-217,83.9,89.8,-5.8999999999999915,0.5,0.0,0.5,Bullet
Hikaru,3335,GM,WK_WillianHille,3130,NM,White Win,32,"Sep 19, 2023",N,205,76.4,60.9,15.500000000000007,0.5,0.0,0.5,Bullet
Hikaru,3246,GM,PacingRope,2898,FM,White Win,100,"Sep 19, 2023",N,348,78.8,77.8,1.0,3.0,0.0,3.0,Blitz
PacingRope,2900,FM,Hikaru,3244,GM,Black Win,59,"Sep 19, 2023",N,-344,81.4,86.8,-5.3999999999999915,3.0,0.0,3.0,Blitz
Hikaru,3242,GM,PacingRope,2902,FM,White Win,20,"Sep 19, 2023",N,340,96.0,82.7,13.299999999999997,3.0,0.0,3.0,Blitz
PacingRope,2904,FM,Hikaru,3240,GM,Black Win,47,"Sep 19, 2023",N,-336,82.5,88.6,-6.099999999999994,3.0,0.0,3.0,Blitz
Hikaru,3238,GM,PacingRope,2906,FM,White Win,45,"Sep 19, 2023",N,332,85.7,79.7,6.0,3.0,0.0,3.0,Blitz
PacingRope,2908,FM,Hikaru,3236,GM,Black Win,44,"Sep 19, 2023",N,-328,84.1,92.3,-8.200000000000003,3.0,0.0,3.0,Blitz
Hikaru,3234,GM,PacingRope,2910,FM,White Win,53,"Sep 19, 2023",N,324,89.5,82.8,6.700000000000003,3.0,0.0,3.0,Blitz
PacingRope,2912,FM,Hikaru,3232,GM,White Win,57,"Sep 19, 2023",N,-320,90.9,81.8,9.100000000000009,3.0,0.0,3.0,Blitz
Hikaru,3246,GM,PacingRope,2898,FM,White Win,19,"Sep 19, 2023",N,348,96.3,85.5,10.799999999999997,3.0,0.0,3.0,Blitz
mishanick,3118,GM,Hikaru,3244,GM,Draw,102,"Sep 19, 2023",Y,-126,94.0,94.0,0.0,3.0,1.0,4.7,Blitz
Hikaru,3247,GM,Jospem,3064,GM,White Win,83,"Sep 19, 2023",Y,183,92.5,86.7,5.799999999999997,3.0,1.0,4.383333333333333,Blitz
MikaelyanArman,2877,GM,Hikaru,3243,GM,Black Win,40,"Sep 19, 2023",Y,-366,84.2,91.5,-7.299999999999997,3.0,1.0,3.6666666666666665,Blitz
Mikhail_Bryakin,2847,GM,Hikaru,3241,GM,Black Win,107,"Sep 19, 2023",Y,-394,89.6,91.3,-1.7000000000000028,3.0,1.0,4.783333333333333,Blitz
Hikaru,3239,GM,tetrix83,2603,GM,White Win,47,"Sep 19, 2023",Y,636,92.0,86.6,5.400000000000006,3.0,1.0,3.783333333333333,Blitz
Leo_C,2638,FM,Hikaru,3239,GM,Black Win,22,"Sep 19, 2023",Y,-601,81.5,88.9,-7.400000000000006,3.0,1.0,3.3666666666666667,Blitz
Hikaru,3238,GM,Cayse,2859,GM,Black Win,51,"Sep 19, 2023",Y,379,91.4,96.9,-5.5,3.0,1.0,3.85,Blitz
Hikaru,3253,GM,GothamChess,2762,IM,White Win,22,"Sep 19, 2023",Y,491,95.6,84.4,11.199999999999989,3.0,1.0,3.3666666666666667,Blitz
Fh2411,2612,IM,Hikaru,3252,GM,Black Win,40,"Sep 19, 2023",Y,-640,78.6,85.8,-7.200000000000003,3.0,1.0,3.6666666666666665,Blitz
Hikaru,3252,GM,ahkashefi2800,2635,FM,Draw,124,"Sep 19, 2023",Y,617,80.6,83.3,-2.700000000000003,3.0,1.0,5.066666666666666,Blitz
tteshan,2519,FM,Hikaru,3260,GM,Black Win,34,"Sep 19, 2023",Y,-741,80.4,89.5,-9.099999999999994,3.0,1.0,3.5666666666666664,Blitz
FairChess_on_YouTube,2717,GM,Hikaru,2796,GM,Draw,64,"Sep 18, 2023",N,-79,94.1,91.8,2.299999999999997,10.0,0.0,10.0,Rapid
Hikaru,2796,GM,FairChess_on_YouTube,2717,GM,White Win,50,"Sep 18, 2023",N,79,89.0,80.6,8.400000000000006,10.0,2.0,11.666666666666666,Rapid
FairChess_on_YouTube,2724,GM,Hikaru,2785,GM,White Win,54,"Sep 18, 2023",N,-61,93.9,87.7,6.200000000000003,10.0,2.0,11.8,Rapid
GHANDEEVAM2003,2676,GM,Hikaru,2805,GM,Black Win,56,"Sep 18, 2023",Y,-129,86.6,88.8,-2.200000000000003,10.0,2.0,11.866666666666667,Rapid
Andreikka,2732,GM,Hikaru,2795,GM,Draw,39,"Sep 18, 2023",Y,-63,86.2,85.8,0.4000000000000057,10.0,2.0,11.3,Rapid
Hikaru,2798,GM,Sargsyan_Shant,2652,GM,White Win,37,"Sep 18, 2023",Y,146,95.2,85.5,9.700000000000003,10.0,2.0,11.233333333333334,Rapid
Sychev_Klementy,2616,GM,Hikaru,2787,GM,Black Win,35,"Sep 18, 2023",Y,-171,83.9,89.0,-5.099999999999994,10.0,2.0,11.166666666666666,Rapid
Hikaru,2777,GM,GeorgMeier,2700,GM,Black Win,81,"Sep 18, 2023",Y,77,86.5,89.0,-2.5,10.0,2.0,12.7,Rapid
Fandorine,2612,GM,Hikaru,2800,GM,Black Win,67,"Sep 18, 2023",Y,-188,86.7,89.1,-2.3999999999999915,10.0,2.0,12.233333333333334,Rapid
Hikaru,2790,GM,Vladimir_Zakhartsov,2554,GM,White Win,37,"Sep 18, 2023",Y,236,98.2,88.9,9.299999999999997,10.0,2.0,11.233333333333334,Rapid
Hikaru,3260,GM,NikoTheodorou,3024,GM,White Win,55,"Sep 16, 2023",N,236,89.5,86.5,3.0,3.0,0.0,3.0,Blitz
NikoTheodorou,3027,GM,Hikaru,3257,GM,Black Win,37,"Sep 16, 2023",N,-230,84.2,93.5,-9.299999999999997,3.0,0.0,3.0,Blitz
Hikaru,3254,GM,NikoTheodorou,3030,GM,White Win,54,"Sep 16, 2023",N,224,89.9,86.9,3.0,3.0,0.0,3.0,Blitz
NikoTheodorou,3034,GM,Hikaru,3250,GM,Black Win,83,"Sep 16, 2023",N,-216,92.6,95.5,-2.9000000000000057,3.0,0.0,3.0,Blitz
Hikaru,3246,GM,NikoTheodorou,3038,GM,Draw,62,"Sep 16, 2023",N,208,78.4,78.0,0.4000000000000057,3.0,0.0,3.0,Blitz
dropstoneDP,3042,GM,Hikaru,3250,GM,Black Win,30,"Sep 16, 2023",N,-208,81.3,92.1,-10.799999999999997,3.0,0.0,3.0,Blitz
Hikaru,3246,GM,dropstoneDP,3046,GM,White Win,71,"Sep 16, 2023",N,200,87.2,82.9,4.299999999999997,3.0,0.0,3.0,Blitz
dropstoneDP,3050,GM,Hikaru,3242,GM,Black Win,32,"Sep 16, 2023",N,-192,84.7,94.3,-9.599999999999994,3.0,0.0,3.0,Blitz
Hikaru,3238,GM,dropstoneDP,3054,GM,White Win,55,"Sep 16, 2023",N,184,78.4,80.1,-1.6999999999999886,3.0,0.0,3.0,Blitz
dropstoneDP,3058,GM,Hikaru,3234,GM,White Win,54,"Sep 16, 2023",N,-176,93.1,84.0,9.099999999999994,3.0,0.0,3.0,Blitz
Hikaru,3246,GM,dropstoneDP,3046,GM,White Win,24,"Sep 16, 2023",N,200,95.9,89.1,6.800000000000011,3.0,0.0,3.0,Blitz
dropstoneDP,3050,GM,Hikaru,3242,GM,Black Win,66,"Sep 16, 2023",N,-192,84.3,87.4,-3.1000000000000085,3.0,0.0,3.0,Blitz
Hikaru,3238,GM,dropstoneDP,3054,GM,Black Win,33,"Sep 16, 2023",N,184,73.1,80.7,-7.6000000000000085,3.0,0.0,3.0,Blitz
dropstoneDP,3042,GM,Hikaru,3250,GM,White Win,88,"Sep 16, 2023",N,-208,86.9,83.4,3.5,3.0,0.0,3.0,Blitz
Hikaru,3263,GM,dropstoneDP,3029,GM,White Win,78,"Sep 16, 2023",N,234,98.2,96.0,2.200000000000003,3.0,0.0,3.0,Blitz
dropstoneDP,3032,GM,Hikaru,3260,GM,Black Win,31,"Sep 16, 2023",N,-228,82.7,96.9,-14.200000000000003,3.0,0.0,3.0,Blitz
Hikaru,3256,GM,dropstoneDP,3036,GM,White Win,50,"Sep 16, 2023",N,220,95.6,88.6,7.0,3.0,0.0,3.0,Blitz
Hikaru,3331,GM,Nasrin_Babayeva,1770,NM,White Win,11,"Sep 16, 2023",Y,1561,89.3,77.0,12.299999999999997,1.0,0.0,1.0,Bullet
KorolDimitriy75,2399,NM,Hikaru,3331,GM,Black Win,40,"Sep 16, 2023",Y,-932,75.3,81.2,-5.900000000000006,1.0,0.0,1.0,Bullet
Hikaru,3331,GM,Nozdrachev_Leonid,2469,IM,White Win,42,"Sep 16, 2023",Y,862,91.1,82.9,8.199999999999989,1.0,0.0,1.0,Bullet
Parhamov,3020,GM,Hikaru,3331,GM,Black Win,34,"Sep 16, 2023",Y,-311,78.5,85.7,-7.200000000000003,1.0,0.0,1.0,Bullet
Sl4werThanYou,2832,FM,Hikaru,3329,GM,Draw,91,"Sep 16, 2023",Y,-497,81.9,86.6,-4.699999999999989,1.0,0.0,1.0,Bullet
Hikaru,3336,GM,Sankalp_Gupta2003,2849,GM,White Win,47,"Sep 16, 2023",Y,487,76.0,71.8,4.200000000000003,1.0,0.0,1.0,Bullet
Hikaru,3335,GM,Parhamov,3011,GM,White Win,55,"Sep 16, 2023",Y,324,79.3,70.3,9.0,1.0,0.0,1.0,Bullet
Jospem,3167,GM,Hikaru,3333,GM,Draw,69,"Sep 16, 2023",Y,-166,89.4,91.3,-1.8999999999999915,1.0,0.0,1.0,Bullet
Nicolas_DeLaColina,2643,NM,Hikaru,3337,GM,Black Win,21,"Sep 16, 2023",Y,-694,80.6,88.4,-7.800000000000011,1.0,0.0,1.0,Bullet
Hikaru,3337,GM,OhanyanEminChess,3004,IM,White Win,20,"Sep 16, 2023",Y,333,91.2,77.2,14.0,1.0,0.0,1.0,Bullet
TheBigBoss04,2885,GM,Hikaru,3335,GM,Black Win,52,"Sep 16, 2023",Y,-450,74.8,84.7,-9.900000000000006,1.0,0.0,1.0,Bullet
HanSchut,2213,NM,Hikaru,3334,GM,Black Win,22,"Sep 16, 2023",Y,-1121,75.1,93.0,-17.900000000000006,1.0,0.0,1.0,Bullet
Hikaru,3334,GM,Trovita84,2325,NM,White Win,23,"Sep 16, 2023",Y,1009,91.3,81.3,10.0,1.0,0.0,1.0,Bullet
Hikaru,3334,GM,stollenmonster,2745,NM,White Win,25,"Sep 16, 2023",Y,589,96.6,83.0,13.599999999999994,1.0,0.0,1.0,Bullet
Hikaru,3333,GM,leschebaza,2420,FM,White Win,41,"Sep 16, 2023",Y,913,84.5,71.4,13.099999999999994,1.0,0.0,1.0,Bullet
Verony64,2215,FM,Hikaru,3333,GM,Black Win,14,"Sep 16, 2023",Y,-1118,69.6,83.2,-13.600000000000009,1.0,0.0,1.0,Bullet
nihalsarin,3172,GM,Hikaru,3333,GM,Black Win,67,"Sep 16, 2023",Y,-161,81.1,85.4,-4.300000000000011,1.0,0.0,1.0,Bullet
Hikaru,3328,GM,lamomiajunior,2805,IM,White Win,19,"Sep 16, 2023",Y,523,84.3,82.7,1.5999999999999943,1.0,0.0,1.0,Bullet
karinachess1,2590,IM,Hikaru,3327,GM,Black Win,26,"Sep 16, 2023",Y,-737,72.4,89.4,-17.0,1.0,0.0,1.0,Bullet
OhanyanEminChess,2990,IM,Hikaru,3327,GM,Black Win,63,"Sep 16, 2023",Y,-337,72.2,77.9,-5.700000000000003,1.0,0.0,1.0,Bullet
Jojo_898,2268,NM,Hikaru,3325,GM,Black Win,26,"Sep 16, 2023",Y,-1057,84.5,84.0,0.5,1.0,0.0,1.0,Bullet
Hikaru,3325,GM,OhanyanEminChess,2997,IM,White Win,23,"Sep 16, 2023",Y,328,98.5,95.6,2.9000000000000057,1.0,0.0,1.0,Bullet
DanielNaroditsky,3211,GM,Hikaru,3323,GM,Draw,54,"Sep 16, 2023",Y,-112,93.3,92.8,0.5,1.0,0.0,1.0,Bullet
Hikaru,3326,GM,vugarrasulov,2928,GM,White Win,22,"Sep 16, 2023",Y,398,89.8,78.4,11.399999999999991,1.0,0.0,1.0,Bullet
Hikaru,3324,GM,Nicolas_DeLaColina,2637,NM,White Win,23,"Sep 16, 2023",Y,687,94.9,78.0,16.900000000000006,1.0,0.0,1.0,Bullet
Hikaru,3324,GM,Sl4werThanYou,2854,FM,White Win,36,"Sep 16, 2023",Y,470,79.7,73.7,6.0,1.0,0.0,1.0,Bullet
Hikaru,3323,GM,artooon,2940,GM,White Win,23,"Sep 16, 2023",Y,383,82.9,60.9,22.000000000000007,1.0,0.0,1.0,Bullet
